sfen	depth	ev	mate	nodes	best	pv
rnbqkbnr/ppp1pppp/8/3p4/3P4/8/PPP1PPPP/RNBQKBNR w KQkq -	10	62	False	20025	g1f3	['g1f3', 'c8f5', 'e2e3', 'e7e6', 'c2c4', 'c7c6', 'b1c3', 'g8f6', 'f3h4', 'f5g6', 'd1b3', 'd5c4']
rnbq1rk1/ppppppbp/5np1/8/3P4/5NP1/PPP1PPBP/RNBQK2R w KQ -	1	15	False	35	e1g1	['e1g1']
rnbq1rk1/ppppppbp/5np1/8/3P4/5NP1/PPP1PPBP/RNBQK2R w KQ -	2	58	False	120	c2c4	['c2c4']
rnbq1rk1/ppppppbp/5np1/8/3P4/5NP1/PPP1PPBP/RNBQK2R w KQ -	3	61	False	168	e1g1	['e1g1']
rnbq1rk1/ppppppbp/5np1/8/3P4/5NP1/PPP1PPBP/RNBQK2R w KQ -	4	61	False	204	e1g1	['e1g1']
rnbq1rk1/ppppppbp/5np1/8/3P4/5NP1/PPP1PPBP/RNBQK2R w KQ -	5	67	False	255	e1g1	['e1g1']
rnbq1rk1/ppppppbp/5np1/8/3P4/5NP1/PPP1PPBP/RNBQK2R w KQ -	6	64	False	591	c2c4	['c2c4', 'd7d5', 'c4d5', 'f6d5', 'e1g1']
rnbq1rk1/ppppppbp/5np1/8/3P4/5NP1/PPP1PPBP/RNBQK2R w KQ -	7	74	False	1474	e1g1	['e1g1', 'd7d5', 'c2c4', 'c7c5', 'c4d5', 'c5d4']
rnbq1rk1/ppppppbp/5np1/8/3P4/5NP1/PPP1PPBP/RNBQK2R w KQ -	8	67	False	4167	c2c4	['c2c4', 'c7c6', 'b1c3', 'd7d5', 'c4d5']
rnbq1rk1/ppppppbp/5np1/8/3P4/5NP1/PPP1PPBP/RNBQK2R w KQ -	9	45	False	10421	c2c4	['c2c4', 'c7c6', 'b1c3', 'd7d5', 'd1b3', 'd8b6', 'e1g1']
rnbq1rk1/ppppppbp/5np1/8/3P4/5NP1/PPP1PPBP/RNBQK2R w KQ -	10	49	False	28104	c2c4	['c2c4', 'c7c6', 'd1b3', 'd7d5', 'b1c3', 'd5c4', 'b3c4', 'c8e6', 'c4a4']
rnbqk1nr/pp2bppp/4p3/2p5/3Pp1P1/P1N5/1PP1NP1P/R1BQKB1R w KQkq -	1	23	False	74	f1g2	['f1g2']
rnbqk1nr/pp2bppp/4p3/2p5/3Pp1P1/P1N5/1PP1NP1P/R1BQKB1R w KQkq -	2	45	False	128	c1f4	['c1f4']
rnbqk1nr/pp2bppp/4p3/2p5/3Pp1P1/P1N5/1PP1NP1P/R1BQKB1R w KQkq -	3	104	False	241	c1e3	['c1e3', 'c5d4', 'e2d4']
rnbqk1nr/pp2bppp/4p3/2p5/3Pp1P1/P1N5/1PP1NP1P/R1BQKB1R w KQkq -	4	91	False	355	c1f4	['c1f4']
rnbqk1nr/pp2bppp/4p3/2p5/3Pp1P1/P1N5/1PP1NP1P/R1BQKB1R w KQkq -	5	226	False	390	c1f4	['c1f4']
rnbqk1nr/pp2bppp/4p3/2p5/3Pp1P1/P1N5/1PP1NP1P/R1BQKB1R w KQkq -	6	60	False	1542	c1f4	['c1f4', 'g8f6', 'd4c5', 'f6d5']
rnbqk1nr/pp2bppp/4p3/2p5/3Pp1P1/P1N5/1PP1NP1P/R1BQKB1R w KQkq -	7	41	False	3776	c3e4	['c3e4', 'c5d4', 'e2d4', 'd8a5', 'e4c3']
rnbqk1nr/pp2bppp/4p3/2p5/3Pp1P1/P1N5/1PP1NP1P/R1BQKB1R w KQkq -	8	59	False	4834	c3e4	['c3e4', 'b8c6', 'c1e3', 'c5d4']
rnbqk1nr/pp2bppp/4p3/2p5/3Pp1P1/P1N5/1PP1NP1P/R1BQKB1R w KQkq -	9	65	False	12730	c3e4	['c3e4', 'b8c6', 'd4c5', 'd8d1', 'e1d1', 'e6e5', 'h2h3']
rnbqk1nr/pp2bppp/4p3/2p5/3Pp1P1/P1N5/1PP1NP1P/R1BQKB1R w KQkq -	10	53	False	15850	c3e4	['c3e4', 'b8c6', 'd4c5', 'd8d1', 'e1d1', 'c8d7', 'g4g5', 'e8c8', 'c1e3']
6k1/1bp2pb1/ppnr1nqp/4p1p1/Q3P3/2P1BBPP/PP3P1K/4RNN1 w - -	1	16	False	42	f3g2	['f3g2']
6k1/1bp2pb1/ppnr1nqp/4p1p1/Q3P3/2P1BBPP/PP3P1K/4RNN1 w - -	2	16	False	183	f3g2	['f3g2']
6k1/1bp2pb1/ppnr1nqp/4p1p1/Q3P3/2P1BBPP/PP3P1K/4RNN1 w - -	3	112	False	319	g3g4	['g3g4', 'b6b5', 'a4c2']
6k1/1bp2pb1/ppnr1nqp/4p1p1/Q3P3/2P1BBPP/PP3P1K/4RNN1 w - -	4	112	False	391	g3g4	['g3g4', 'b6b5']
6k1/1bp2pb1/ppnr1nqp/4p1p1/Q3P3/2P1BBPP/PP3P1K/4RNN1 w - -	5	112	False	444	g3g4	['g3g4', 'b6b5', 'a4c2']
6k1/1bp2pb1/ppnr1nqp/4p1p1/Q3P3/2P1BBPP/PP3P1K/4RNN1 w - -	6	112	False	575	g3g4	['g3g4', 'b6b5', 'a4c2']
6k1/1bp2pb1/ppnr1nqp/4p1p1/Q3P3/2P1BBPP/PP3P1K/4RNN1 w - -	7	55	False	1960	g3g4	['g3g4', 'g7f8', 'f1g3', 'c6e7', 'a2a3']
6k1/1bp2pb1/ppnr1nqp/4p1p1/Q3P3/2P1BBPP/PP3P1K/4RNN1 w - -	8	62	False	3631	g3g4	['g3g4', 'c6a5', 'f1g3', 'g7f8', 'a4c2']
6k1/1bp2pb1/ppnr1nqp/4p1p1/Q3P3/2P1BBPP/PP3P1K/4RNN1 w - -	9	23	False	9109	g3g4	['g3g4', 'c6d8', 'f1g3', 'g7f8', 'g3f5', 'd6d7', 'a4c2', 'd8e6', 'b2b4']
6k1/1bp2pb1/ppnr1nqp/4p1p1/Q3P3/2P1BBPP/PP3P1K/4RNN1 w - -	10	45	False	11314	g3g4	['g3g4', 'c6d8', 'f1g3', 'g7f8', 'f3g2', 'd8e6', 'g1f3']
8/2n5/3kp1B1/4R3/3P2Pp/7r/3K4/8 w - -	1	-20	False	35	e5h5	['e5h5']
8/2n5/3kp1B1/4R3/3P2Pp/7r/3K4/8 w - -	2	-20	False	115	e5h5	['e5h5']
8/2n5/3kp1B1/4R3/3P2Pp/7r/3K4/8 w - -	3	30	False	233	g6e4	['g6e4', 'h3h2', 'd2e3']
8/2n5/3kp1B1/4R3/3P2Pp/7r/3K4/8 w - -	4	-28	False	922	g6e4	['g6e4', 'c7d5']
8/2n5/3kp1B1/4R3/3P2Pp/7r/3K4/8 w - -	5	-43	False	1351	g6e4	['g6e4', 'h3a3']
8/2n5/3kp1B1/4R3/3P2Pp/7r/3K4/8 w - -	6	-55	False	2986	d2e2	['d2e2', 'h3g3', 'g6e4', 'g3g4', 'e2f3']
8/2n5/3kp1B1/4R3/3P2Pp/7r/3K4/8 w - -	7	-12	False	5229	e5e3	['e5e3', 'h3h1', 'e3e1', 'h1h2', 'e1e2']
8/2n5/3kp1B1/4R3/3P2Pp/7r/3K4/8 w - -	8	-23	False	9350	g6e4	['g6e4', 'h3g3', 'e5h5', 'g3g4', 'd2d3', 'c7e8']
8/2n5/3kp1B1/4R3/3P2Pp/7r/3K4/8 w - -	9	-23	False	13747	g6e4	['g6e4', 'h3g3', 'e5h5', 'g3g4', 'd2e3', 'c7e8', 'h5h6', 'd6e7', 'h6h7', 'e8g7']
8/2n5/3kp1B1/4R3/3P2Pp/7r/3K4/8 w - -	10	-27	False	28516	g6e4	['g6e4', 'h3g3', 'e5g5', 'c7d5', 'e4d5', 'e6d5', 'd2e2', 'h4h3', 'g5h5', 'g3g4']
rnbqk2r/pp2bppp/2p2n2/3p2B1/3P4/2N1P3/PP3PPP/R2QKBNR w KQkq -	1	18	False	48	d1c2	['d1c2']
rnbqk2r/pp2bppp/2p2n2/3p2B1/3P4/2N1P3/PP3PPP/R2QKBNR w KQkq -	2	24	False	161	a1c1	['a1c1']
rnbqk2r/pp2bppp/2p2n2/3p2B1/3P4/2N1P3/PP3PPP/R2QKBNR w KQkq -	3	147	False	290	g1f3	['g1f3', 'h7h6', 'g5h4']
rnbqk2r/pp2bppp/2p2n2/3p2B1/3P4/2N1P3/PP3PPP/R2QKBNR w KQkq -	4	78	False	449	g1f3	['g1f3', 'a7a6']
rnbqk2r/pp2bppp/2p2n2/3p2B1/3P4/2N1P3/PP3PPP/R2QKBNR w KQkq -	5	78	False	682	g1f3	['g1f3', 'a7a6']
rnbqk2r/pp2bppp/2p2n2/3p2B1/3P4/2N1P3/PP3PPP/R2QKBNR w KQkq -	6	23	False	2146	g1f3	['g1f3', 'e8g8']
rnbqk2r/pp2bppp/2p2n2/3p2B1/3P4/2N1P3/PP3PPP/R2QKBNR w KQkq -	7	13	False	4339	g5h4	['g5h4', 'h7h6', 'f1d3', 'b8d7', 'a2a3', 'e8g8']
rnbqk2r/pp2bppp/2p2n2/3p2B1/3P4/2N1P3/PP3PPP/R2QKBNR w KQkq -	8	78	False	5958	d1c2	['d1c2', 'h7h6', 'g5h4', 'b8d7']
rnbqk2r/pp2bppp/2p2n2/3p2B1/3P4/2N1P3/PP3PPP/R2QKBNR w KQkq -	9	66	False	12243	f1d3	['f1d3', 'e8g8', 'g5f4', 'c8g4', 'd1b3']
rnbqk2r/pp2bppp/2p2n2/3p2B1/3P4/2N1P3/PP3PPP/R2QKBNR w KQkq -	10	75	False	17995	f1d3	['f1d3', 'h7h6', 'g5f4', 'c6c5', 'a1c1', 'c5c4', 'd3c2']
2r2rk1/p1q2ppp/1p1ppn2/8/1PPQ1P2/P5P1/5PBP/R4RK1 w - -	1	14	False	91	f1c1	['f1c1']
2r2rk1/p1q2ppp/1p1ppn2/8/1PPQ1P2/P5P1/5PBP/R4RK1 w - -	2	33	False	196	a1c1	['a1c1']
2r2rk1/p1q2ppp/1p1ppn2/8/1PPQ1P2/P5P1/5PBP/R4RK1 w - -	3	144	False	262	a1d1	['a1d1', 'c7c4', 'd4d6']
2r2rk1/p1q2ppp/1p1ppn2/8/1PPQ1P2/P5P1/5PBP/R4RK1 w - -	4	92	False	397	a1c1	['a1c1']
2r2rk1/p1q2ppp/1p1ppn2/8/1PPQ1P2/P5P1/5PBP/R4RK1 w - -	5	111	False	444	a1c1	['a1c1']
2r2rk1/p1q2ppp/1p1ppn2/8/1PPQ1P2/P5P1/5PBP/R4RK1 w - -	6	111	False	499	a1c1	['a1c1', 'f6e8', 'f1d1']
2r2rk1/p1q2ppp/1p1ppn2/8/1PPQ1P2/P5P1/5PBP/R4RK1 w - -	7	86	False	980	a1c1	['a1c1', 'd6d5', 'c4c5', 'b6c5', 'c1c5']
2r2rk1/p1q2ppp/1p1ppn2/8/1PPQ1P2/P5P1/5PBP/R4RK1 w - -	8	116	False	3385	f1c1	['f1c1', 'd6d5', 'c4c5', 'b6c5', 'c1c5']
2r2rk1/p1q2ppp/1p1ppn2/8/1PPQ1P2/P5P1/5PBP/R4RK1 w - -	9	56	False	13683	a1c1	['a1c1', 'h7h6', 'c1c2', 'a7a5', 'f1c1', 'a5b4', 'a3b4']
2r2rk1/p1q2ppp/1p1ppn2/8/1PPQ1P2/P5P1/5PBP/R4RK1 w - -	10	60	False	24611	a1c1	['a1c1', 'h7h6', 'f1d1', 'f8d8', 'g2f3']
3r2k1/5ppp/4p3/3bN3/R7/1B6/1PP3nP/1K6 w - -	1	0	False	41	b3d5	['b3d5', 'd8d5']
3r2k1/5ppp/4p3/3bN3/R7/1B6/1PP3nP/1K6 w - -	2	0	False	78	b3d5	['b3d5', 'd8d5']
3r2k1/5ppp/4p3/3bN3/R7/1B6/1PP3nP/1K6 w - -	3	0	False	115	b3d5	['b3d5', 'd8d5']
3r2k1/5ppp/4p3/3bN3/R7/1B6/1PP3nP/1K6 w - -	4	0	False	152	b3d5	['b3d5', 'd8d5']
3r2k1/5ppp/4p3/3bN3/R7/1B6/1PP3nP/1K6 w - -	5	0	False	199	b3d5	['b3d5', 'd8d5']
3r2k1/5ppp/4p3/3bN3/R7/1B6/1PP3nP/1K6 w - -	6	103	False	316	b3d5	['b3d5', 'e6d5', 'b2b4']
3r2k1/5ppp/4p3/3bN3/R7/1B6/1PP3nP/1K6 w - -	7	137	False	431	b3d5	['b3d5', 'e6d5', 'e5c6']
3r2k1/5ppp/4p3/3bN3/R7/1B6/1PP3nP/1K6 w - -	8	454	False	575	b3d5	['b3d5', 'e6d5', 'e5c6']
3r2k1/5ppp/4p3/3bN3/R7/1B6/1PP3nP/1K6 w - -	9	150	False	2384	b3d5	['b3d5', 'e6d5', 'b2b4', 'f7f5', 'b4b5', 'f5f4']
3r2k1/5ppp/4p3/3bN3/R7/1B6/1PP3nP/1K6 w - -	10	64	False	9975	b3d5	['b3d5', 'e6d5', 'b2b4', 'f7f5', 'b4b5', 'd8b8', 'a4b4', 'g2e3', 'b1c1', 'g7g5', 'c1d2']
6k1/p2n1p2/1pb2rp1/2p5/7Q/7n/PPPN3B/5K2 w - -	1	-9	False	24	f1e1	['f1e1']
6k1/p2n1p2/1pb2rp1/2p5/7Q/7n/PPPN3B/5K2 w - -	2	-9	False	33	f1e1	['f1e1']
6k1/p2n1p2/1pb2rp1/2p5/7Q/7n/PPPN3B/5K2 w - -	3	-9	False	62	f1e1	['f1e1']
6k1/p2n1p2/1pb2rp1/2p5/7Q/7n/PPPN3B/5K2 w - -	4	-9	False	70	f1e1	['f1e1']
6k1/p2n1p2/1pb2rp1/2p5/7Q/7n/PPPN3B/5K2 w - -	5	526	False	142	f1e1	['f1e1', 'f6e6', 'e1d1']
6k1/p2n1p2/1pb2rp1/2p5/7Q/7n/PPPN3B/5K2 w - -	6	127	False	390	f1e1	['f1e1', 'h3f2']
6k1/p2n1p2/1pb2rp1/2p5/7Q/7n/PPPN3B/5K2 w - -	7	67	False	669	f1e1	['f1e1', 'h3f2', 'e1e2']
6k1/p2n1p2/1pb2rp1/2p5/7Q/7n/PPPN3B/5K2 w - -	8	-102	False	978	f1e1	['f1e1', 'c6g2', 'e1d1', 'g6g5']
6k1/p2n1p2/1pb2rp1/2p5/7Q/7n/PPPN3B/5K2 w - -	9	102	False	1287	f1e1	['f1e1', 'c6g2', 'e1d1', 'g6g5', 'h4e1']
6k1/p2n1p2/1pb2rp1/2p5/7Q/7n/PPPN3B/5K2 w - -	10	165	False	2125	f1e1	['f1e1', 'c6g2', 'h4g3', 'f6e6', 'e1d1']
rn2k2r/3q1ppp/1P2pn2/3p4/1b6/4PN2/P4PPP/RNBQK2R w KQkq -	1	14	False	11	c1d2	['c1d2']
rn2k2r/3q1ppp/1P2pn2/3p4/1b6/4PN2/P4PPP/RNBQK2R w KQkq -	2	27	False	22	b1d2	['b1d2']
rn2k2r/3q1ppp/1P2pn2/3p4/1b6/4PN2/P4PPP/RNBQK2R w KQkq -	3	77	False	33	c1d2	['c1d2']
rn2k2r/3q1ppp/1P2pn2/3p4/1b6/4PN2/P4PPP/RNBQK2R w KQkq -	4	101	False	49	b1d2	['b1d2']
rn2k2r/3q1ppp/1P2pn2/3p4/1b6/4PN2/P4PPP/RNBQK2R w KQkq -	5	101	False	64	b1d2	['b1d2']
rn2k2r/3q1ppp/1P2pn2/3p4/1b6/4PN2/P4PPP/RNBQK2R w KQkq -	6	181	False	78	b1d2	['b1d2']
rn2k2r/3q1ppp/1P2pn2/3p4/1b6/4PN2/P4PPP/RNBQK2R w KQkq -	7	40	False	2475	c1d2	['c1d2', 'd7b5', 'd1b3', 'b8c6', 'b1c3', 'b5b6']
rn2k2r/3q1ppp/1P2pn2/3p4/1b6/4PN2/P4PPP/RNBQK2R w KQkq -	8	4	False	6027	c1d2	['c1d2', 'b4c5', 'd1b3', 'e8g8']
rn2k2r/3q1ppp/1P2pn2/3p4/1b6/4PN2/P4PPP/RNBQK2R w KQkq -	9	3	False	7415	b1d2	['b1d2', 'd7b5', 'a1b1', 'a8a2', 'd1b3']
rn2k2r/3q1ppp/1P2pn2/3p4/1b6/4PN2/P4PPP/RNBQK2R w KQkq -	10	28	False	8521	b1d2	['b1d2', 'd7b5', 'a1b1', 'a8a2', 'd1b3']
rnb2rk1/pp2bppp/4pn2/2p4q/2PP4/3B1N2/PP3PPP/RNBQ1RK1 w - -	1	18	False	61	c1g5	['c1g5']
rnb2rk1/pp2bppp/4pn2/2p4q/2PP4/3B1N2/PP3PPP/RNBQ1RK1 w - -	2	18	False	124	c1g5	['c1g5']
rnb2rk1/pp2bppp/4pn2/2p4q/2PP4/3B1N2/PP3PPP/RNBQ1RK1 w - -	3	78	False	209	d3e2	['d3e2', 'c5d4', 'f3d4']
rnb2rk1/pp2bppp/4pn2/2p4q/2PP4/3B1N2/PP3PPP/RNBQ1RK1 w - -	4	36	False	576	d3e2	['d3e2', 'b8c6']
rnb2rk1/pp2bppp/4pn2/2p4q/2PP4/3B1N2/PP3PPP/RNBQ1RK1 w - -	5	36	False	725	d3e2	['d3e2', 'b8c6']
rnb2rk1/pp2bppp/4pn2/2p4q/2PP4/3B1N2/PP3PPP/RNBQ1RK1 w - -	6	-37	False	2759	d3e2	['d3e2', 'f8d8']
rnb2rk1/pp2bppp/4pn2/2p4q/2PP4/3B1N2/PP3PPP/RNBQ1RK1 w - -	7	-44	False	6540	d3e2	['d3e2', 'c5d4', 'f3d4', 'h5g6']
rnb2rk1/pp2bppp/4pn2/2p4q/2PP4/3B1N2/PP3PPP/RNBQ1RK1 w - -	8	-43	False	7994	f1e1	['f1e1', 'b8c6', 'd3e2', 'f8d8', 'f3e5']
rnb2rk1/pp2bppp/4pn2/2p4q/2PP4/3B1N2/PP3PPP/RNBQ1RK1 w - -	9	-9	False	8802	f1e1	['f1e1', 'b8c6', 'd3e2', 'c5d4']
rnb2rk1/pp2bppp/4pn2/2p4q/2PP4/3B1N2/PP3PPP/RNBQ1RK1 w - -	10	0	False	18275	d3e2	['d3e2', 'b8c6', 'f3e5', 'h5h4', 'e5f3']
1r3rk1/3b1p1p/1b1p2p1/2qBp3/p1P1P3/P2QN1P1/5P1P/1R1R2K1 w - -	1	0	False	49	g1g2	['g1g2']
1r3rk1/3b1p1p/1b1p2p1/2qBp3/p1P1P3/P2QN1P1/5P1P/1R1R2K1 w - -	2	0	False	145	g1g2	['g1g2']
1r3rk1/3b1p1p/1b1p2p1/2qBp3/p1P1P3/P2QN1P1/5P1P/1R1R2K1 w - -	3	0	False	234	g1g2	['g1g2']
1r3rk1/3b1p1p/1b1p2p1/2qBp3/p1P1P3/P2QN1P1/5P1P/1R1R2K1 w - -	4	0	False	324	g1g2	['g1g2']
1r3rk1/3b1p1p/1b1p2p1/2qBp3/p1P1P3/P2QN1P1/5P1P/1R1R2K1 w - -	5	29	False	388	g1g2	['g1g2']
1r3rk1/3b1p1p/1b1p2p1/2qBp3/p1P1P3/P2QN1P1/5P1P/1R1R2K1 w - -	6	39	False	1022	h2h4	['h2h4', 'b6a7', 'h4h5']
1r3rk1/3b1p1p/1b1p2p1/2qBp3/p1P1P3/P2QN1P1/5P1P/1R1R2K1 w - -	7	-4	False	2289	h2h4	['h2h4', 'h7h5', 'g1g2', 'g8g7']
1r3rk1/3b1p1p/1b1p2p1/2qBp3/p1P1P3/P2QN1P1/5P1P/1R1R2K1 w - -	8	-20	False	8074	b1b4	['b1b4', 'c5c7', 'd1b1', 'g8g7']
1r3rk1/3b1p1p/1b1p2p1/2qBp3/p1P1P3/P2QN1P1/5P1P/1R1R2K1 w - -	9	-24	False	11816	h2h4	['h2h4', 'h7h5', 'b1b4', 'b6a5', 'b4b1', 'b8b1', 'd1b1', 'a5b6', 'd3c3']
1r3rk1/3b1p1p/1b1p2p1/2qBp3/p1P1P3/P2QN1P1/5P1P/1R1R2K1 w - -	10	-20	False	15029	h2h4	['h2h4', 'h7h5', 'b1b4', 'b6a5', 'b4b1', 'b8b1', 'd1b1', 'a5b6', 'd3c3', 'g8g7', 'g1g2', 'f8b8']
8/3N4/n1K5/5k2/8/5N1p/1P6/8 w - -	1	23	False	28	c6d5	['c6d5']
8/3N4/n1K5/5k2/8/5N1p/1P6/8 w - -	2	23	False	89	c6d5	['c6d5']
8/3N4/n1K5/5k2/8/5N1p/1P6/8 w - -	3	23	False	162	c6d5	['c6d5']
8/3N4/n1K5/5k2/8/5N1p/1P6/8 w - -	4	23	False	217	c6d5	['c6d5']
8/3N4/n1K5/5k2/8/5N1p/1P6/8 w - -	5	42	False	274	c6d5	['c6d5']
8/3N4/n1K5/5k2/8/5N1p/1P6/8 w - -	6	42	False	487	c6d5	['c6d5', 'f5f4']
8/3N4/n1K5/5k2/8/5N1p/1P6/8 w - -	7	46	False	1319	f3h2	['f3h2', 'f5f4', 'h2f1', 'a6b4', 'c6d6']
8/3N4/n1K5/5k2/8/5N1p/1P6/8 w - -	8	29	False	5877	f3h2	['f3h2', 'a6b4', 'c6b5', 'b4d3', 'b5a4', 'd3b2', 'a4b3', 'b2d1']
8/3N4/n1K5/5k2/8/5N1p/1P6/8 w - -	9	25	False	15124	d7e5	['d7e5', 'f5f4', 'c6d5', 'a6c7', 'd5d4', 'c7e6', 'd4d3', 'e6c5', 'd3e2']
8/3N4/n1K5/5k2/8/5N1p/1P6/8 w - -	10	19	False	20607	d7e5	['d7e5', 'f5f4', 'c6d6', 'f4g3', 'f3d2', 'g3f2', 'e5f3', 'a6b4', 'd6c5']
rnbqk1nr/pp2ppb1/7p/2pp2p1/3P4/4P1B1/PPP2PPP/RN1QKBNR w KQkq -	1	4	False	47	f1b5	['f1b5', 'b8c6']
rnbqk1nr/pp2ppb1/7p/2pp2p1/3P4/4P1B1/PPP2PPP/RN1QKBNR w KQkq -	2	15	False	125	c2c3	['c2c3']
rnbqk1nr/pp2ppb1/7p/2pp2p1/3P4/4P1B1/PPP2PPP/RN1QKBNR w KQkq -	3	65	False	248	b1c3	['b1c3', 'c5d4', 'e3d4']
rnbqk1nr/pp2ppb1/7p/2pp2p1/3P4/4P1B1/PPP2PPP/RN1QKBNR w KQkq -	4	37	False	320	c2c3	['c2c3']
rnbqk1nr/pp2ppb1/7p/2pp2p1/3P4/4P1B1/PPP2PPP/RN1QKBNR w KQkq -	5	37	False	416	c2c3	['c2c3']
rnbqk1nr/pp2ppb1/7p/2pp2p1/3P4/4P1B1/PPP2PPP/RN1QKBNR w KQkq -	6	62	False	490	c2c3	['c2c3']
rnbqk1nr/pp2ppb1/7p/2pp2p1/3P4/4P1B1/PPP2PPP/RN1QKBNR w KQkq -	7	49	False	3267	h2h4	['h2h4', 'b8c6', 'c2c3', 'c5d4', 'e3d4']
rnbqk1nr/pp2ppb1/7p/2pp2p1/3P4/4P1B1/PPP2PPP/RN1QKBNR w KQkq -	8	54	False	3899	h2h4	['h2h4', 'b8c6', 'c2c3', 'c5d4', 'e3d4']
rnbqk1nr/pp2ppb1/7p/2pp2p1/3P4/4P1B1/PPP2PPP/RN1QKBNR w KQkq -	9	60	False	7368	c2c3	['c2c3', 'g8f6', 'b1d2', 'd8b6', 'd1b3', 'b6b3', 'a2b3']
rnbqk1nr/pp2ppb1/7p/2pp2p1/3P4/4P1B1/PPP2PPP/RN1QKBNR w KQkq -	10	16	False	21855	c2c3	['c2c3', 'g8f6', 'b1d2', 'c5d4', 'e3d4', 'b8c6', 'f1d3', 'd8b6', 'd1b3', 'b6b3', 'd2b3', 'f6h5', 'g3c7']
rnbqkb1r/ppp1pppp/5n2/3p4/3P4/5N2/PPP1PPPP/RNBQKB1R w KQkq -	1	13	False	31	c2c4	['c2c4']
rnbqkb1r/ppp1pppp/5n2/3p4/3P4/5N2/PPP1PPPP/RNBQKB1R w KQkq -	2	60	False	95	c1f4	['c1f4']
rnbqkb1r/ppp1pppp/5n2/3p4/3P4/5N2/PPP1PPPP/RNBQKB1R w KQkq -	3	75	False	154	c2c4	['c2c4']
rnbqkb1r/ppp1pppp/5n2/3p4/3P4/5N2/PPP1PPPP/RNBQKB1R w KQkq -	4	75	False	187	c2c4	['c2c4']
rnbqkb1r/ppp1pppp/5n2/3p4/3P4/5N2/PPP1PPPP/RNBQKB1R w KQkq -	5	247	False	219	c2c4	['c2c4']
rnbqkb1r/ppp1pppp/5n2/3p4/3P4/5N2/PPP1PPPP/RNBQKB1R w KQkq -	6	109	False	395	c2c4	['c2c4', 'g7g6', 'c4d5']
rnbqkb1r/ppp1pppp/5n2/3p4/3P4/5N2/PPP1PPPP/RNBQKB1R w KQkq -	7	81	False	1071	c2c4	['c2c4', 'e7e6', 'a2a3', 'c7c6']
