sfen	depth	ev	mate	nodes	best	pv
6k1/p1rqpp1p/1p4p1/3P4/2n1P3/3Q2P1/PB3P1P/1R4K1 b - -	4	-262	False	196	c4b2	['c4b2', 'd3d2']
6k1/p1rqpp1p/1p4p1/3P4/2n1P3/3Q2P1/PB3P1P/1R4K1 b - -	5	-876	False	256	f7f6	['f7f6']
6k1/p1rqpp1p/1p4p1/3P4/2n1P3/3Q2P1/PB3P1P/1R4K1 b - -	6	-881	False	296	f7f6	['f7f6', 'd3d2']
6k1/p1rqpp1p/1p4p1/3P4/2n1P3/3Q2P1/PB3P1P/1R4K1 b - -	7	-55	False	838	c4b2	['c4b2', 'b1b2', 'c7c1', 'g1g2']
6k1/p1rqpp1p/1p4p1/3P4/2n1P3/3Q2P1/PB3P1P/1R4K1 b - -	8	-106	False	2887	f7f6	['f7f6', 'd3c3', 'c4b2', 'c3b2', 'd7a4']
6k1/p1rqpp1p/1p4p1/3P4/2n1P3/3Q2P1/PB3P1P/1R4K1 b - -	9	-90	False	18756	f7f6	['f7f6', 'b2d4', 'd7a4', 'd3c3', 'a4a2', 'b1c1', 'b6b5', 'd5d6', 'e7d6', 'd4f6']
6k1/p1rqpp1p/1p4p1/3P4/2n1P3/3Q2P1/PB3P1P/1R4K1 b - -	10	-78	False	31837	f7f6	['f7f6', 'b2a3', 'h7h5', 'b1c1', 'b6b5', 'a3b4', 'a7a5', 'b4d2']
8/6p1/p3p3/3bP1k1/2p5/2B1K1P1/P2R3P/1r6 b - -	1	-91	False	34	g5g4	['g5g4']
8/6p1/p3p3/3bP1k1/2p5/2B1K1P1/P2R3P/1r6 b - -	2	-149	False	99	b1c1	['b1c1']
8/6p1/p3p3/3bP1k1/2p5/2B1K1P1/P2R3P/1r6 b - -	3	-149	False	156	b1c1	['b1c1']
8/6p1/p3p3/3bP1k1/2p5/2B1K1P1/P2R3P/1r6 b - -	4	-149	False	189	b1c1	['b1c1']
8/6p1/p3p3/3bP1k1/2p5/2B1K1P1/P2R3P/1r6 b - -	5	-777	False	220	b1c1	['b1c1']
8/6p1/p3p3/3bP1k1/2p5/2B1K1P1/P2R3P/1r6 b - -	6	-153	False	824	b1e1	['b1e1', 'd2e2', 'e1c1']
8/6p1/p3p3/3bP1k1/2p5/2B1K1P1/P2R3P/1r6 b - -	7	-153	False	949	b1e1	['b1e1', 'd2e2', 'e1c1']
8/6p1/p3p3/3bP1k1/2p5/2B1K1P1/P2R3P/1r6 b - -	8	-117	False	4954	b1c1	['b1c1', 'c3b2', 'c1b1', 'e3d4', 'g5g4', 'a2a3', 'g4h3']
8/6p1/p3p3/3bP1k1/2p5/2B1K1P1/P2R3P/1r6 b - -	9	-127	False	8419	g5g4	['g5g4', 'd2d4', 'g4h3', 'd4h4', 'h3g2', 'a2a3', 'b1f1']
8/6p1/p3p3/3bP1k1/2p5/2B1K1P1/P2R3P/1r6 b - -	10	-136	False	17998	g5g4	['g5g4', 'a2a4', 'b1h1', 'a4a5', 'h1c1']
1b5r/pk4pp/1pp2p2/2nr4/1P6/2B1P3/1P1N1PPP/R1R3K1 b - -	1	-73	False	44	c5d3	['c5d3']
1b5r/pk4pp/1pp2p2/2nr4/1P6/2B1P3/1P1N1PPP/R1R3K1 b - -	2	-73	False	99	c5d3	['c5d3']
1b5r/pk4pp/1pp2p2/2nr4/1P6/2B1P3/1P1N1PPP/R1R3K1 b - -	3	-73	False	176	c5d3	['c5d3']
1b5r/pk4pp/1pp2p2/2nr4/1P6/2B1P3/1P1N1PPP/R1R3K1 b - -	4	-73	False	232	c5d3	['c5d3']
1b5r/pk4pp/1pp2p2/2nr4/1P6/2B1P3/1P1N1PPP/R1R3K1 b - -	5	-184	False	276	c5d3	['c5d3']
1b5r/pk4pp/1pp2p2/2nr4/1P6/2B1P3/1P1N1PPP/R1R3K1 b - -	6	-100	False	630	c5d3	['c5d3', 'c1c2', 'h8d8']
1b5r/pk4pp/1pp2p2/2nr4/1P6/2B1P3/1P1N1PPP/R1R3K1 b - -	7	-100	False	848	c5d3	['c5d3', 'c1c2', 'h8d8', 'g1f1']
1b5r/pk4pp/1pp2p2/2nr4/1P6/2B1P3/1P1N1PPP/R1R3K1 b - -	8	-114	False	1534	c5d3	['c5d3', 'c1c2', 'c6c5']
1b5r/pk4pp/1pp2p2/2nr4/1P6/2B1P3/1P1N1PPP/R1R3K1 b - -	9	-111	False	4012	c5d3	['c5d3', 'c1b1', 'h8d8', 'd2f3', 'c6c5', 'b4c5', 'd3c5', 'f3d4', 'c5e4']
1b5r/pk4pp/1pp2p2/2nr4/1P6/2B1P3/1P1N1PPP/R1R3K1 b - -	10	-159	False	6120	c5d3	['c5d3', 'c1b1', 'b8d6', 'a1a4', 'b6b5']
r5k1/1p3pp1/2pb1n1p/p4P2/P6B/4RB2/1P3PPP/6K1 b - -	1	-51	False	36	g7g5	['g7g5']
r5k1/1p3pp1/2pb1n1p/p4P2/P6B/4RB2/1P3PPP/6K1 b - -	2	-76	False	94	d6c5	['d6c5']
r5k1/1p3pp1/2pb1n1p/p4P2/P6B/4RB2/1P3PPP/6K1 b - -	3	-76	False	161	d6c5	['d6c5']
r5k1/1p3pp1/2pb1n1p/p4P2/P6B/4RB2/1P3PPP/6K1 b - -	4	-76	False	197	d6c5	['d6c5']
r5k1/1p3pp1/2pb1n1p/p4P2/P6B/4RB2/1P3PPP/6K1 b - -	5	-250	False	235	d6c5	['d6c5']
r5k1/1p3pp1/2pb1n1p/p4P2/P6B/4RB2/1P3PPP/6K1 b - -	6	-5	False	2404	f6d5	['f6d5', 'e3d3', 'a8c8']
r5k1/1p3pp1/2pb1n1p/p4P2/P6B/4RB2/1P3PPP/6K1 b - -	7	11	False	8472	g8f8	['g8f8', 'h4f6', 'g7f6', 'e3d3', 'a8e8']
r5k1/1p3pp1/2pb1n1p/p4P2/P6B/4RB2/1P3PPP/6K1 b - -	8	18	False	10948	d6b4	['d6b4', 'g2g4', 'a8e8', 'g1g2', 'e8e3', 'f2e3']
r5k1/1p3pp1/2pb1n1p/p4P2/P6B/4RB2/1P3PPP/6K1 b - -	9	2	False	14827	a8d8	['a8d8', 'g2g4', 'd6b4', 'h4f6']
r5k1/1p3pp1/2pb1n1p/p4P2/P6B/4RB2/1P3PPP/6K1 b - -	10	0	False	19110	a8d8	['a8d8', 'f3e2', 'd6b4', 'h4f6', 'g7f6', 'e3d3', 'd8e8', 'd3g3', 'g8f8']
5k2/5p1p/6p1/2nRP3/5P2/P1rp2PP/8/5NK1 b - -	1	-67	False	40	c5e4	['c5e4']
5k2/5p1p/6p1/2nRP3/5P2/P1rp2PP/8/5NK1 b - -	2	-98	False	92	c3c1	['c3c1']
5k2/5p1p/6p1/2nRP3/5P2/P1rp2PP/8/5NK1 b - -	3	-98	False	201	c3c1	['c3c1']
5k2/5p1p/6p1/2nRP3/5P2/P1rp2PP/8/5NK1 b - -	4	-98	False	232	c3c1	['c3c1']
5k2/5p1p/6p1/2nRP3/5P2/P1rp2PP/8/5NK1 b - -	5	-58	False	1096	c5e4	['c5e4', 'a3a4', 'f8e7', 'd5d4']
5k2/5p1p/6p1/2nRP3/5P2/P1rp2PP/8/5NK1 b - -	6	-7	False	3585	g6g5	['g6g5', 'g1f2', 'g5f4', 'g3f4']
5k2/5p1p/6p1/2nRP3/5P2/P1rp2PP/8/5NK1 b - -	7	-9	False	9451	c5e4	['c5e4', 'd5d4', 'd3d2', 'f1d2', 'e4d2']
5k2/5p1p/6p1/2nRP3/5P2/P1rp2PP/8/5NK1 b - -	8	10	False	13990	c5e4	['c5e4', 'a3a4', 'c3a3', 'a4a5', 'h7h5', 'd5d4', 'd3d2', 'g1g2']
5k2/5p1p/6p1/2nRP3/5P2/P1rp2PP/8/5NK1 b - -	9	16	False	25831	c5e4	['c5e4', 'a3a4', 'c3a3', 'a4a5', 'd3d2', 'f1d2', 'e4d2', 'd5d2', 'a3a5']
5k2/5p1p/6p1/2nRP3/5P2/P1rp2PP/8/5NK1 b - -	10	23	False	30485	c5e4	['c5e4', 'a3a4', 'c3a3', 'a4a5', 'd3d2', 'g1g2', 'a3a5', 'd5d3', 'a5a1', 'f1d2', 'e4d2', 'd3d2']
6rk/3r1pb1/p6p/q1B1P1p1/5nb1/Q1R2N2/5PP1/4RBK1 b - -	1	-71	False	56	a5a3	['a5a3', 'c3a3']
6rk/3r1pb1/p6p/q1B1P1p1/5nb1/Q1R2N2/5PP1/4RBK1 b - -	2	-71	False	111	a5a3	['a5a3', 'c3a3']
6rk/3r1pb1/p6p/q1B1P1p1/5nb1/Q1R2N2/5PP1/4RBK1 b - -	3	-71	False	167	a5a3	['a5a3', 'c3a3']
6rk/3r1pb1/p6p/q1B1P1p1/5nb1/Q1R2N2/5PP1/4RBK1 b - -	4	-71	False	218	a5a3	['a5a3', 'c3a3']
6rk/3r1pb1/p6p/q1B1P1p1/5nb1/Q1R2N2/5PP1/4RBK1 b - -	5	-71	False	293	a5a3	['a5a3', 'c3a3']
6rk/3r1pb1/p6p/q1B1P1p1/5nb1/Q1R2N2/5PP1/4RBK1 b - -	6	-71	False	603	a5d8	['a5d8', 'a3a6']
6rk/3r1pb1/p6p/q1B1P1p1/5nb1/Q1R2N2/5PP1/4RBK1 b - -	7	-109	False	1297	a5a3	['a5a3', 'c3a3', 'g8c8']
6rk/3r1pb1/p6p/q1B1P1p1/5nb1/Q1R2N2/5PP1/4RBK1 b - -	8	-209	False	1715	a5a3	['a5a3', 'c3a3', 'g8c8']
6rk/3r1pb1/p6p/q1B1P1p1/5nb1/Q1R2N2/5PP1/4RBK1 b - -	9	-71	False	4044	a5a3	['a5a3', 'c3a3', 'g7f8', 'c5f8', 'g8f8', 'e5e6', 'd7e7', 'f1a6', 'g4e6']
6rk/3r1pb1/p6p/q1B1P1p1/5nb1/Q1R2N2/5PP1/4RBK1 b - -	10	-42	False	21801	a5a3	['a5a3', 'c3a3', 'g8c8', 'c5e3', 'g4f3', 'e3f4']
2q3k1/2r2ppp/p3p3/P3Pb2/5N2/6QP/5PP1/R5K1 b - -	1	-146	False	38	h7h6	['h7h6']
2q3k1/2r2ppp/p3p3/P3Pb2/5N2/6QP/5PP1/R5K1 b - -	2	-148	False	95	c7c4	['c7c4']
2q3k1/2r2ppp/p3p3/P3Pb2/5N2/6QP/5PP1/R5K1 b - -	3	-148	False	161	c7c4	['c7c4']
2q3k1/2r2ppp/p3p3/P3Pb2/5N2/6QP/5PP1/R5K1 b - -	4	-148	False	195	c7c4	['c7c4']
2q3k1/2r2ppp/p3p3/P3Pb2/5N2/6QP/5PP1/R5K1 b - -	5	-138	False	801	c7c3	['c7c3', 'g3h4', 'h7h6', 'f4e2']
2q3k1/2r2ppp/p3p3/P3Pb2/5N2/6QP/5PP1/R5K1 b - -	6	-43	False	2095	c7c1	['c7c1', 'a1c1', 'c8c1', 'g1h2']
2q3k1/2r2ppp/p3p3/P3Pb2/5N2/6QP/5PP1/R5K1 b - -	7	-62	False	2651	c7c3	['c7c3', 'g3h4', 'h7h6', 'f4h5', 'c3c1', 'a1c1']
2q3k1/2r2ppp/p3p3/P3Pb2/5N2/6QP/5PP1/R5K1 b - -	8	-151	False	3024	c7c3	['c7c3', 'g3h4', 'h7h6', 'f4h5']
2q3k1/2r2ppp/p3p3/P3Pb2/5N2/6QP/5PP1/R5K1 b - -	9	-182	False	4105	c7c3	['c7c3', 'g3h4', 'h7h6', 'a1d1', 'c3c1', 'd1c1']
2q3k1/2r2ppp/p3p3/P3Pb2/5N2/6QP/5PP1/R5K1 b - -	10	-192	False	10909	c7c3	['c7c3', 'g3h4', 'h7h6', 'f4e2', 'c3c4', 'h4e7', 'c8b8']
3R4/8/6p1/3kBp2/2b2P1P/1p2K1P1/2r5/8 b - -	1	-70	False	3	d5c5	['d5c5']
3R4/8/6p1/3kBp2/2b2P1P/1p2K1P1/2r5/8 b - -	2	-70	False	14	d5c5	['d5c5']
3R4/8/6p1/3kBp2/2b2P1P/1p2K1P1/2r5/8 b - -	3	-70	False	22	d5c5	['d5c5']
3R4/8/6p1/3kBp2/2b2P1P/1p2K1P1/2r5/8 b - -	4	-70	False	30	d5c5	['d5c5']
3R4/8/6p1/3kBp2/2b2P1P/1p2K1P1/2r5/8 b - -	5	-79	False	42	d5c5	['d5c5']
3R4/8/6p1/3kBp2/2b2P1P/1p2K1P1/2r5/8 b - -	6	-95	False	350	d5c6	['d5c6', 'd8c8', 'c6b6']
3R4/8/6p1/3kBp2/2b2P1P/1p2K1P1/2r5/8 b - -	7	-95	False	682	d5c6	['d5c6', 'd8c8', 'c6b6', 'c8b8', 'b6c5']
3R4/8/6p1/3kBp2/2b2P1P/1p2K1P1/2r5/8 b - -	8	-72	False	7793	d5c5	['d5c5', 'd8d2', 'c2c1', 'e5g7', 'c1e1', 'e3f2']
3R4/8/6p1/3kBp2/2b2P1P/1p2K1P1/2r5/8 b - -	9	-74	False	13434	d5c5	['d5c5', 'd8d2', 'c2c1', 'e5b2', 'c1b1', 'b2a3', 'c5b5']
3R4/8/6p1/3kBp2/2b2P1P/1p2K1P1/2r5/8 b - -	10	-75	False	19530	d5c5	['d5c5', 'd8d2', 'c2c1', 'e5d4', 'c5b4', 'd4e5', 'c4b5', 'e5d6', 'b4a4', 'd6e5', 'c1g1', 'e3f2']
6r1/p1r1kp1p/4bp2/1p2p3/5P2/2PR2P1/PP1N3P/4R1K1 b - -	1	-31	False	66	e5f4	['e5f4']
6r1/p1r1kp1p/4bp2/1p2p3/5P2/2PR2P1/PP1N3P/4R1K1 b - -	2	-31	False	149	e5f4	['e5f4']
6r1/p1r1kp1p/4bp2/1p2p3/5P2/2PR2P1/PP1N3P/4R1K1 b - -	3	-31	False	283	e5f4	['e5f4']
6r1/p1r1kp1p/4bp2/1p2p3/5P2/2PR2P1/PP1N3P/4R1K1 b - -	4	-31	False	371	e5f4	['e5f4']
6r1/p1r1kp1p/4bp2/1p2p3/5P2/2PR2P1/PP1N3P/4R1K1 b - -	5	-169	False	413	e5f4	['e5f4']
6r1/p1r1kp1p/4bp2/1p2p3/5P2/2PR2P1/PP1N3P/4R1K1 b - -	6	-215	False	458	e5f4	['e5f4']
6r1/p1r1kp1p/4bp2/1p2p3/5P2/2PR2P1/PP1N3P/4R1K1 b - -	7	-215	False	512	e5f4	['e5f4', 'b2b4', 'f4g3', 'h2g3']
6r1/p1r1kp1p/4bp2/1p2p3/5P2/2PR2P1/PP1N3P/4R1K1 b - -	8	-104	False	1278	e5f4	['e5f4', 'd2b3', 'f4g3', 'h2g3']
6r1/p1r1kp1p/4bp2/1p2p3/5P2/2PR2P1/PP1N3P/4R1K1 b - -	9	-93	False	9247	e5f4	['e5f4', 'd2b3', 'h7h5', 'g1f2', 'f4g3', 'h2g3', 'g8g5']
6r1/p1r1kp1p/4bp2/1p2p3/5P2/2PR2P1/PP1N3P/4R1K1 b - -	10	-80	False	22092	e5f4	['e5f4', 'd2b3', 'g8g4', 'a2a3', 'c7c4', 'b3d4', 'c4c5', 'b2b4', 'c5g5']
rnbqkbnr/pp1ppppp/8/8/4P3/2N5/PP3PPP/R1BQKBNR b KQkq -	1	-38	False	21	b8c6	['b8c6']
rnbqkbnr/pp1ppppp/8/8/4P3/2N5/PP3PPP/R1BQKBNR b KQkq -	2	-64	False	57	e7e6	['e7e6']
rnbqkbnr/pp1ppppp/8/8/4P3/2N5/PP3PPP/R1BQKBNR b KQkq -	3	-129	False	137	d7d6	['d7d6', 'f1b5', 'b8c6']
rnbqkbnr/pp1ppppp/8/8/4P3/2N5/PP3PPP/R1BQKBNR b KQkq -	4	-129	False	194	d7d6	['d7d6', 'f1b5', 'b8c6']
rnbqkbnr/pp1ppppp/8/8/4P3/2N5/PP3PPP/R1BQKBNR b KQkq -	5	-101	False	467	b8c6	['b8c6', 'c1e3', 'g8f6']
rnbqkbnr/pp1ppppp/8/8/4P3/2N5/PP3PPP/R1BQKBNR b KQkq -	6	-101	False	541	b8c6	['b8c6', 'c1e3', 'g8f6']
rnbqkbnr/pp1ppppp/8/8/4P3/2N5/PP3PPP/R1BQKBNR b KQkq -	7	-33	False	2219	b8c6	['b8c6', 'f1c4', 'd7d6', 'g1f3']
rnbqkbnr/pp1ppppp/8/8/4P3/2N5/PP3PPP/R1BQKBNR b KQkq -	8	-37	False	3499	e7e6	['e7e6', 'g1f3', 'f8e7']
rnbqkbnr/pp1ppppp/8/8/4P3/2N5/PP3PPP/R1BQKBNR b KQkq -	9	-158	False	3994	e7e6	['e7e6', 'g1f3', 'f8e7']
rnbqkbnr/pp1ppppp/8/8/4P3/2N5/PP3PPP/R1BQKBNR b KQkq -	10	-113	False	15824	b8c6	['b8c6', 'g1f3', 'd7d6', 'f1b5', 'c8d7', 'b5c6', 'd7c6']
5bk1/pp1qnpp1/4p2p/3pP3/3P4/P1B2N2/1P2QPPP/6K1 b - -	1	-99	False	23	d7a4	['d7a4']
5bk1/pp1qnpp1/4p2p/3pP3/3P4/P1B2N2/1P2QPPP/6K1 b - -	2	-131	False	71	b7b6	['b7b6']
5bk1/pp1qnpp1/4p2p/3pP3/3P4/P1B2N2/1P2QPPP/6K1 b - -	3	-131	False	112	b7b6	['b7b6']
5bk1/pp1qnpp1/4p2p/3pP3/3P4/P1B2N2/1P2QPPP/6K1 b - -	4	-131	False	148	b7b6	['b7b6']
5bk1/pp1qnpp1/4p2p/3pP3/3P4/P1B2N2/1P2QPPP/6K1 b - -	5	-95	False	687	d7c8	['d7c8', 'g2g3', 'c8b8', 'e2f1']
5bk1/pp1qnpp1/4p2p/3pP3/3P4/P1B2N2/1P2QPPP/6K1 b - -	6	-295	False	1170	d7e8	['d7e8', 'g2g3', 'e8a4']
5bk1/pp1qnpp1/4p2p/3pP3/3P4/P1B2N2/1P2QPPP/6K1 b - -	7	-105	False	3073	a7a6	['a7a6', 'g2g3', 'g8h8']
5bk1/pp1qnpp1/4p2p/3pP3/3P4/P1B2N2/1P2QPPP/6K1 b - -	8	-92	False	13959	e7c8	['e7c8', 'h2h4', 'd7c6', 'g2g4', 'c8b6']
5bk1/pp1qnpp1/4p2p/3pP3/3P4/P1B2N2/1P2QPPP/6K1 b - -	9	-89	False	26224	e7c8	['e7c8', 'h2h4', 'c8b6', 'f3e1', 'd7a4', 'f2f4', 'b6c4']
5bk1/pp1qnpp1/4p2p/3pP3/3P4/P1B2N2/1P2QPPP/6K1 b - -	10	-92	False	30121	e7c8	['e7c8', 'h2h4', 'd7c6', 'g2g4', 'c8b6', 'f3e1', 'b6a4']
2rr2k1/1p2bpp1/p1qpbn1p/P3p3/4P3/2N1NP2/1PP1Q1PP/R1B1R1K1 b - -	1	-122	False	74	d6d5	['d6d5', 'e4d5', 'f6d5', 'c3d5', 'e6d5']
2rr2k1/1p2bpp1/p1qpbn1p/P3p3/4P3/2N1NP2/1PP1Q1PP/R1B1R1K1 b - -	2	-122	False	132	d6d5	['d6d5', 'e4d5', 'f6d5', 'c3d5', 'e6d5']
2rr2k1/1p2bpp1/p1qpbn1p/P3p3/4P3/2N1NP2/1PP1Q1PP/R1B1R1K1 b - -	3	-122	False	190	d6d5	['d6d5', 'e4d5', 'f6d5', 'c3d5', 'e6d5']
2rr2k1/1p2bpp1/p1qpbn1p/P3p3/4P3/2N1NP2/1PP1Q1PP/R1B1R1K1 b - -	4	-122	False	244	d6d5	['d6d5', 'e4d5', 'f6d5', 'c3d5', 'e6d5']
2rr2k1/1p2bpp1/p1qpbn1p/P3p3/4P3/2N1NP2/1PP1Q1PP/R1B1R1K1 b - -	5	-122	False	316	d6d5	['d6d5', 'e4d5', 'f6d5', 'c3d5', 'e6d5']
2rr2k1/1p2bpp1/p1qpbn1p/P3p3/4P3/2N1NP2/1PP1Q1PP/R1B1R1K1 b - -	6	-122	False	395	d6d5	['d6d5', 'e4d5', 'f6d5', 'c3d5', 'e6d5']
2rr2k1/1p2bpp1/p1qpbn1p/P3p3/4P3/2N1NP2/1PP1Q1PP/R1B1R1K1 b - -	7	-164	False	720	d6d5	['d6d5', 'e4d5', 'f6d5', 'c3d5']
2rr2k1/1p2bpp1/p1qpbn1p/P3p3/4P3/2N1NP2/1PP1Q1PP/R1B1R1K1 b - -	8	-164	False	1091	d6d5	['d6d5', 'e4d5', 'f6d5', 'c3d5', 'e6d5']
2rr2k1/1p2bpp1/p1qpbn1p/P3p3/4P3/2N1NP2/1PP1Q1PP/R1B1R1K1 b - -	9	-147	False	4400	d6d5	['d6d5', 'e4d5', 'f6d5', 'e3d5', 'e6d5', 'c3d5', 'd8d5', 'c2c3', 'c6c7']
2rr2k1/1p2bpp1/p1qpbn1p/P3p3/4P3/2N1NP2/1PP1Q1PP/R1B1R1K1 b - -	10	-140	False	6306	e7f8	['e7f8', 'e1d1', 'd6d5', 'e4d5', 'f6d5', 'c3d5', 'e6d5']
2kr1bnr/pp3ppp/8/2ppq3/Q7/2P5/PP3PPP/RNB2RK1 b - -	1	-129	False	52	f8d6	['f8d6']
2kr1bnr/pp3ppp/8/2ppq3/Q7/2P5/PP3PPP/RNB2RK1 b - -	2	-161	False	100	g8f6	['g8f6', 'a4a7']
2kr1bnr/pp3ppp/8/2ppq3/Q7/2P5/PP3PPP/RNB2RK1 b - -	3	-185	False	147	f8d6	['f8d6']
2kr1bnr/pp3ppp/8/2ppq3/Q7/2P5/PP3PPP/RNB2RK1 b - -	4	-185	False	192	f8d6	['f8d6']
2kr1bnr/pp3ppp/8/2ppq3/Q7/2P5/PP3PPP/RNB2RK1 b - -	5	-274	False	264	g8f6	['g8f6', 'a4a7', 'f8d6']
2kr1bnr/pp3ppp/8/2ppq3/Q7/2P5/PP3PPP/RNB2RK1 b - -	6	-725	False	382	f8d6	['f8d6', 'a4g4', 'd8d7']
2kr1bnr/pp3ppp/8/2ppq3/Q7/2P5/PP3PPP/RNB2RK1 b - -	7	-898	False	452	f8d6	['f8d6', 'a4g4', 'd8d7']
2kr1bnr/pp3ppp/8/2ppq3/Q7/2P5/PP3PPP/RNB2RK1 b - -	8	-168	False	692	f8d6	['f8d6', 'g2g3', 'a7a6']
2kr1bnr/pp3ppp/8/2ppq3/Q7/2P5/PP3PPP/RNB2RK1 b - -	9	-198	False	1686	f8d6	['f8d6', 'g2g3', 'a7a6', 'c1f4', 'e5f6']
2kr1bnr/pp3ppp/8/2ppq3/Q7/2P5/PP3PPP/RNB2RK1 b - -	10	-293	False	3255	f8d6	['f8d6', 'g2g3', 'a7a6', 'c1f4', 'e5f6']
rn1qk2r/p2nbppp/bp2p3/2ppP3/2PP4/3B1N2/PP2NPPP/R1BQK2R b KQkq -	1	-47	False	36	d5c4	['d5c4']
rn1qk2r/p2nbppp/bp2p3/2ppP3/2PP4/3B1N2/PP2NPPP/R1BQK2R b KQkq -	2	-47	False	75	d5c4	['d5c4']
rn1qk2r/p2nbppp/bp2p3/2ppP3/2PP4/3B1N2/PP2NPPP/R1BQK2R b KQkq -	3	-598	False	192	b6b5	['b6b5', 'c4b5', 'd8a5', 'b2b4', 'a5b4', 'e2c3', 'b4c3', 'f3d2']
rn1qk2r/p2nbppp/bp2p3/2ppP3/2PP4/3B1N2/PP2NPPP/R1BQK2R b KQkq -	4	-215	False	299	b6b5	['b6b5', 'e2c3', 'b5c4']
rn1qk2r/p2nbppp/bp2p3/2ppP3/2PP4/3B1N2/PP2NPPP/R1BQK2R b KQkq -	5	-15	False	957	a6c4	['a6c4', 'd3c4', 'd5c4', 'd4d5', 'b6b5']
